order_date,cust_id,net_sales,source
2017-10-10,cust9977,351,web
2017-11-28,cust9977,0,other
2017-11-29,cust9977,0,other
2018-12-11,cust31277,8.749,web
2019-02-05,cust34319,114.764,web
2017-05-13,cust7334,223.236,web
2018-07-23,cust23264,111.15,web
2018-11-28,cust30054,117,web
2017-12-02,cust13180,126.75,web
2018-09-07,cust25729,106.6,web
2018-12-25,cust32756,126.074,web
2017-12-02,cust13181,123.734,store
2018-04-02,cust13181,0,other
2017-11-08,cust11899,123.734,store
2019-02-27,cust35203,234,web
2019-02-27,cust35203,0,other
2019-03-07,cust35538,106.327,web
2018-12-14,cust31633,106.6,web
2017-12-17,cust14522,101.4,web
2018-01-03,cust14522,0,other
2018-12-19,cust14522,496.626,web
2018-06-14,cust21422,247,web
2017-10-29,cust11589,351,web
2018-05-20,cust20092,126.685,web
2018-05-23,cust20092,97.539,web
2018-08-01,cust20092,439.4,web
2018-08-08,cust20092,220.506,web
2018-08-25,cust20092,498.953,web
2018-08-25,cust20092,126.139,web
2016-03-15,cust287,126.75,web
2016-08-15,cust287,117,web
2016-10-14,cust287,125.32,web
2018-09-02,cust25422,1095.653,store
2019-03-20,cust25422,210.6,web
2017-05-02,cust7085,125.619,web
2018-04-26,cust7085,120.484,web
2018-07-13,cust7085,114.634,web
2018-09-06,cust25646,117,web
2018-09-18,cust25646,0,other
2018-04-16,cust18480,126.75,web
2018-11-25,cust29715,214.734,web
2017-10-02,cust10867,351,web
2017-11-27,cust10867,233.987,web
2018-05-24,cust20260,129.974,web
2017-07-22,cust9010,127.569,web
2019-02-16,cust34757,117,store
2019-02-18,cust34757,0,other
2016-11-21,cust3440,118.599,web
2016-12-06,cust3440,452.4,web
2017-06-04,cust3440,231.114,web
2017-06-14,cust3440,107.549,web
2017-07-31,cust3440,246.35,web
2018-10-27,cust28244,500.5,web
2018-02-20,cust16763,0,web
2017-12-21,cust14880,523.991,store
2017-09-01,cust10037,274.898,web
2017-12-03,cust13270,354.692,store
2017-12-20,cust13270,247.455,store
2019-01-28,cust13270,234,web
2016-11-06,cust3123,125.32,web
2017-11-17,cust12195,0,store
2019-02-23,cust35025,243.893,web
2017-12-25,cust15169,98.15,web
2018-01-09,cust15169,0,other
2018-08-28,cust25125,198.9,web
2018-11-04,cust28588,126.789,web
2018-03-09,cust17329,234,web
2018-03-16,cust17329,127.283,web
2018-03-19,cust17329,127.283,web
2018-05-15,cust17329,126.75,web
2017-05-28,cust7691,210.6,web
2018-05-10,cust19601,121.108,web
2018-11-09,cust28804,114.127,web
2016-12-11,cust4238,351,other
2017-11-21,cust4238,125.619,web
2016-12-22,cust4756,124.02,store
2017-09-22,cust10638,130,web
2017-11-28,cust10638,126.542,web
2017-11-25,cust12643,8.619,web
2018-11-05,cust28629,464.386,store
2019-01-12,cust28629,134.55,store
2018-04-21,cust18680,130,web
2018-08-22,cust18680,205.4,web
2019-03-27,cust36425,234,web
2018-06-15,cust21473,98.15,web
2018-08-19,cust21473,234,web
2018-11-09,cust21473,234,web
2017-05-10,cust7275,126.75,web
2018-05-06,cust7275,218.4,web
2017-11-26,cust12714,202.8,web
2018-09-11,cust25973,172.38,web
2018-09-18,cust25973,0,other
2018-12-10,cust31145,260.442,web
2019-03-26,cust36372,0,other
2016-07-24,cust1257,125.32,web
2017-08-18,cust9693,220.506,web
2018-06-29,cust9693,472.94,web
2017-10-19,cust11324,125.32,web
2018-01-23,cust16009,117,web
2016-08-10,cust1574,296.023,web
2017-12-04,cust13351,126.75,web
2016-10-02,cust2352,0,web
2018-11-24,cust29625,1181.843,store
2018-11-29,cust29625,107.484,store
2017-10-22,cust11405,117,web
2019-01-26,cust11405,9.373,web
2019-02-01,cust11405,220.337,web
2019-02-20,cust11405,10.192,web
2019-02-23,cust35026,290.16,store
2019-02-28,cust35026,0,other
2017-05-28,cust7692,98.15,web
2018-10-31,cust28422,8.957,web
2019-03-23,cust36181,338.247,store
2017-12-22,cust14966,500.5,web
2018-05-17,cust19968,0,web
2018-05-15,cust19882,96.356,store
2016-07-22,cust1241,39,web
2016-07-23,cust1241,0,web
2018-01-30,cust16184,130,web
2017-11-28,cust12896,126.75,web
2017-12-13,cust14125,86.19,store
2018-05-11,cust14125,99.45,store
2017-06-16,cust8208,117,web
2018-02-12,cust16529,371.93,web
2017-10-24,cust11452,351,web
2016-11-01,cust3017,234,other
2018-12-12,cust31423,175.5,web
2019-03-18,cust31423,88.4,web
2018-06-19,cust21656,117,web
2018-07-14,cust21656,0,other
2018-08-31,cust25274,481.572,store
2018-02-20,cust16764,88.4,web
2019-03-24,cust16764,81.783,web
2016-11-22,cust3465,124.748,web
2017-10-06,cust10988,315.9,web
2017-10-15,cust10988,315.9,web
2017-10-24,cust10988,0,other
2018-01-21,cust15967,254.93,web
2018-12-22,cust15967,500.5,web
2019-01-16,cust15967,344.344,web
2018-05-30,cust20513,176.8,web
2018-08-01,cust20513,449.423,web
2018-08-11,cust20513,549.9,web
2018-08-23,cust20513,108.316,web
2017-10-14,cust11174,234,web
2017-10-27,cust11174,0,other
2017-11-15,cust11174,222.3,web
2018-05-30,cust11174,361.621,web
2018-05-31,cust11174,0,web
2018-07-26,cust11174,9.139,web
2018-10-03,cust27105,234,store
2018-11-23,cust29486,198.9,web
2018-04-26,cust18904,126.139,web
2018-06-12,cust18904,97.539,web
2018-12-02,cust30300,211.874,web
2017-04-03,cust6474,48.75,web
2018-01-15,cust15813,0,web
2017-05-09,cust7249,248.898,web
2017-09-23,cust7249,116.883,web
2018-02-24,cust16872,497.25,web
2018-07-13,cust16872,497.9,web
2018-08-09,cust16872,315.9,web
2018-09-06,cust16872,318.461,web
2018-12-02,cust16872,286.52,web
2019-03-01,cust16872,187.2,web
2019-03-24,cust16872,105.3,store
2019-01-23,cust33848,8.957,web
2017-09-22,cust10639,117,web
2017-11-06,cust10639,315.9,web
2018-02-22,cust10639,126.75,web
2018-02-26,cust10639,111.15,web
2018-08-19,cust24604,198.9,web
2018-08-22,cust24770,234,web
2016-12-24,cust4786,125.32,web
2017-12-14,cust4786,362.583,web
2018-09-23,cust26616,129.012,store
2017-08-30,cust9978,125.619,web
2019-03-23,cust36182,348.283,store
2018-10-03,cust27106,93.6,store
2018-09-22,cust26548,348.283,web
2018-10-12,cust26548,257.985,web
2016-11-07,cust3142,0,web
2016-11-07,cust3142,126.75,web
2018-12-11,cust31278,108.706,web
2018-05-31,cust20614,265.2,web
2017-10-10,cust11062,217.386,web
2017-11-17,cust12196,130,web
2018-02-23,cust12196,0,other
2018-03-13,cust12196,0,other
2016-09-05,cust1928,0,web
2017-08-28,cust9916,176.8,web
2018-04-07,cust18156,335.4,web
2018-10-28,cust18156,422.5,web
2018-09-30,cust26960,123.734,store
2017-11-12,cust12034,371.189,store
2019-02-05,cust12034,335.4,web
2017-01-13,cust5040,126.75,web
2017-11-23,cust12511,115.05,web
2017-12-08,cust12511,0,other
2017-12-28,cust12511,487.5,web
2018-02-08,cust12511,0,other
2018-08-10,cust24153,217.217,store
2018-08-12,cust24153,477.477,web
2018-10-01,cust24153,102.934,web
2018-11-01,cust24153,229.086,web
2019-01-03,cust24153,116.35,web
2016-12-10,cust4154,561.392,web
2016-12-14,cust4154,506.272,web
2017-01-21,cust4154,381.94,web
2016-07-27,cust1297,124.02,web
2016-09-08,cust1297,248.04,web
2017-06-03,cust1297,210.834,web
2018-08-28,cust1297,185.068,web
2018-02-11,cust16502,9.334,web
2018-11-19,cust29294,117,store
2018-12-10,cust31146,99.45,store
2017-03-08,cust5957,234,web
2019-01-16,cust33543,234,web
2018-11-24,cust29626,130,web
2018-11-09,cust28805,248.04,store
2017-10-26,cust11516,101.4,web
2017-11-02,cust11516,0,other
2018-01-24,cust11516,111.683,web
2017-05-20,cust7509,234,web
2017-05-28,cust7509,315.9,web
2018-04-30,cust7509,117,web
2018-06-04,cust7509,0,other
2018-07-26,cust7509,292.5,web
2017-01-27,cust5226,126.75,other
2016-08-06,cust1445,234,web
2018-12-12,cust31424,200.655,web
2019-01-08,cust31424,0,other
2018-04-10,cust18247,351,web
2018-09-03,cust25494,115.05,web
2018-08-22,cust24771,123.734,store
2019-03-30,cust24771,205.4,store
2017-11-08,cust11900,125.619,web
2016-08-29,cust1840,26,web
2019-02-11,cust1840,154.7,web
2019-03-09,cust1840,0,web
2017-08-23,cust9805,117,web
2018-04-06,cust18112,0,web
2019-01-04,cust33134,234,store
2017-12-17,cust14523,234,web
2018-10-30,cust28376,121.68,web
2017-09-12,cust10368,128.583,web
2019-03-20,cust36066,103.35,web
2018-07-24,cust23315,159.12,web
2018-03-22,cust17700,723.775,web
2018-04-03,cust17700,0,other
2018-12-06,cust17700,561.6,web
2018-12-20,cust32414,114.127,web
2017-12-17,cust14524,217.217,store
2016-12-23,cust4776,248.04,store
2018-09-01,cust25344,129.012,web
2016-06-11,cust768,125.32,web
2016-07-17,cust768,125.32,web
2019-03-30,cust36585,126.945,web
2018-11-05,cust28630,517.569,store
2017-08-17,cust9660,0,other
2017-04-02,cust6448,234,other
2017-09-06,cust10189,0,web
2019-03-21,cust36104,9.737,web
2016-10-16,cust2713,129.233,web
2017-12-20,cust14797,218.4,web
2018-09-27,cust26786,126.074,web
2018-10-07,cust27296,93.704,store
2016-12-14,cust4413,234,web
2017-12-16,cust14408,8.32,web
2018-09-22,cust26549,117,store
2017-06-14,cust8142,250.107,web
2017-12-03,cust8142,234,web
2018-10-03,cust27107,126.074,web
2018-08-13,cust24334,0,web
2018-03-21,cust17661,197.73,web
2018-11-26,cust29771,126.75,web
2018-07-10,cust22617,126.334,web
2017-07-16,cust8847,224.9,web
2018-10-12,cust27532,294.84,store
2019-02-11,cust34572,210.834,web
2017-12-15,cust14307,108.069,web
2018-01-11,cust14307,0,other
2018-05-13,cust19776,88.4,store
2018-04-06,cust18113,198.9,web
2018-11-15,cust18113,186.16,web
2018-11-26,cust18113,0,other
2018-11-26,cust18113,103.35,web
2018-05-30,cust20514,88.4,web
2018-09-07,cust20514,96.85,web
2017-11-26,cust12715,145.119,web
2017-12-04,cust12715,138.619,web
2018-12-25,cust12715,619.515,web
2018-12-05,cust30556,247,web
2016-11-30,cust3789,137.748,web
2018-07-31,cust3789,102.739,web
2018-09-21,cust26492,234,web
2018-12-02,cust30301,425.425,web
2018-12-02,cust30301,0,other
2016-12-14,cust4414,210.6,web
2017-11-27,cust12767,128.583,web
2016-08-08,cust1524,127.283,web
2018-12-08,cust30881,126.074,web
2017-07-15,cust8830,39,web
2018-03-06,cust17218,365.287,web
2017-12-15,cust14308,117,store
2017-12-21,cust14881,500.5,web
2017-10-05,cust10965,117,web
2017-11-29,cust12993,136.149,web
2016-10-23,cust2867,126.75,web
2017-04-07,cust2867,126.75,web
2018-06-13,cust2867,98.15,web
2018-06-20,cust2867,0,other
2016-11-08,cust3162,113.048,web
2017-04-27,cust3162,326.001,web
2018-03-01,cust3162,383.5,web
2017-12-03,cust13271,371.189,store
2017-12-05,cust13271,0,other
2018-01-26,cust13271,315.9,web
2018-12-11,cust13271,610.467,web
2019-02-23,cust35027,117,web
2019-02-19,cust34882,520,web
2019-02-24,cust34882,119.587,web
2018-05-23,cust20219,9.139,web
2019-03-26,cust36373,166.4,web
2017-12-28,cust15293,117,web
2017-12-12,cust14003,132.743,web
2018-06-18,cust21605,247,web
2016-12-08,cust4057,243.971,web
2017-11-20,cust12350,125.619,web
2017-05-26,cust7658,48.152,web
2017-10-29,cust11590,125.619,web
2018-01-14,cust11590,208,web
2019-03-03,cust11590,175.5,web
2019-03-28,cust11590,0,other
2018-08-21,cust24718,348.634,web
2019-02-05,cust24718,158.47,web
